ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/ Conservation Reports on File,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),Latitude,Longitude,Point Data,Coordinate Accuracy,Modified
,[Open Walls Baltimore 2 mural],2014,1702 Latrobe Street,Street name,Lesser Gonzalez Alvarez,Mural,,,,,Open Walls Baltimore 2,,,,,Baltimore,MD,21202,,,,Outdoor,painted mural,,,,,Male,,,,,,,,,,,39.3093303,-76.6117001,Missing,,5/26/2019 10:25pm
,[Open Walls Baltimore 2 mural],2014,2016 N. Charles Street,,Gaia,Mural,,,,,Open Walls Baltimore 2,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,Male,,,,,,,,,,,39.312804,-76.616929,,,
,[Open Walls Baltimore 2 mural],2014,1704 N. Charles Street,,Zbiok,Mural,,,,,Open Walls Baltimore 2,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,Male,,,,,,,,,,,39.308977,-76.616597,,,
,[Open Walls Baltimore 2 mural],2014,309 E. Lafayette Avenue,,"Katey Truhn,Jessie Unterhalter",Mural,,,,,Open Walls Baltimore 2,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,"Female, Female",,,,,,,,,,,39.309826,-76.611616,,,
,[Open Walls Baltimore 2 mural],2014,429 E. Lafayette Avenue,,Ozmo,Mural,,,,,Open Walls Baltimore 2,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,,,,,,,,,,,39.309888,-76.609782,,,
,[Open Walls Baltimore 2 mural],2014,1910 N. Charles Street,,Santtu Mustonen,Mural,,,,,Open Walls Baltimore 2,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,,,,,,,,,,,39.311712,-76.616852,,,
,[Open Walls Baltimore 2 mural],2014,25 E. 20th Street,,Escif,Mural,,,,,Open Walls Baltimore 2,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,Male,,,,,,,,,,,39.312144,-76.616019,,,8/5/2019 11:00am
,Unknown Dead Monument,1895,3445 Frederick Avenue,,J. M. Dibuscher,Monument,in place,Private Property,,,,,,,,Baltimore,MD,21228,,,Loudon Park National Cemetery,Outdoor,marble,"Dedicated Nov. 28, 1895.",,,8 ft. 2 in. x 5 ft. 10 in. x 4 ft. 5 in.,,,,,,,,,,,,39.280297,-76.675025,,,
531,Hammann-Costin WWI Memorial,1939,1100 Park Avenue,,Unknown,Memorial,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,Maryland Military Monuments Commission,,,,,,Baltimore,MD,21201,,,,Outdoor,stone,,,,,,,,,,,,node/4725167483,11,Bolton Hill,Midtown,39.30461,-76.62104,,,10/4/2019 1:19pm
,Wisdom Wall,2017,W. North Avenue,,Iandry Randriamandroso,Mural,in place,Private Property,,,,Kenneth C. Clemons,,10/1/2017,,Baltimore,MD,,,,,Outdoor,mural,,"Elizabeth Ann Seton,Matthew A. Henson,William S. Baer,Robert W. Coleman,Fannie Jackson Coppin,Frederick Douglass",,,Male,,,,,,,way/546472768,,,,39.30963,-76.65640,,,12/22/2021 9:32am
,Calvin B. Scruggs Funeral Home,2013,1320 N. Spring Street,,Charles Lawrence,Mural,in place,,,,,,,,,Baltimore,MD,21213,,,,Outdoor,mural,,,,,Male,,,,,,,,,,,39.30595,-76.59903,,,4/23/2021 11:29pm
,[Pink bench on roof],,,,,Sculpture,removed,Mayor & City Council,Baltimore City Department of Housing and Community Development,Baltimore Office of Promotion and the Arts,,,,,,Baltimore,MD,,,,Baltimore Convention Center,Outdoor,,,,,,,,,,,,,,,,, 39.285932,-76.616666,Missing,,9/20/2021 4:37pm
,The Yellow Boat,2011,W. Pratt Street between S. Hanover Street and S. Sharp Street,,Christian Parks,Sculpture,in place,,,,,,,,,Baltimore,MD,,,,,Outdoor,cypress wood,,,,,Male,,,,,,,,,,, 39.286544,-76.616716,,,
,"[""Aaron LaCrate: Just a Kid from Highlandtown"" Exhibition Mural]",2017,3137 Eastern Avenue,,Aaron LaCrate,Mural,demolished,,,,Creative Alliance,,,,,Baltimore,MD,21224,,,,Outdoor,mural,demolished for new building (always intended as temporary work),,,,Male,,,,,,,node/7835520567,,Canton,,39.2862184,-76.5717015,,,8/22/2022 1:16pm
,"Library Square Mural [""Everything You Can Imagine Is Real""]",2014,203 N. Lakewood Avenue,,Bridget Cimino,Mural,in place,,,,,,,,,Baltimore,MD,21224,,,,Outdoor,mural,,,,,Female,,,,,,,,13,McElderry Park,Patterson Pk N&E,39.294828,-76.578979,,,
,RESPIRANDO PAZ/Breathing Peace,2013,101 N. Streeper Street,,Pablo Machioli,Mural,in place,,,,,,,11/9/2013,,Baltimore,MD,21224,,,,Outdoor,mural,,,,,Male,,,,,,,,,Patterson Park,, 39.293414,-76.576818,,,
,"[""Never Bow Down""]",2014,207 E. 23rd Street,,Vulpes Vulpes,Mural,in place,,,,,,,,,Baltimore,MD,21218,,Side of rowhouse,,Outdoor,mural,,,,,,,,,,,,,,,, 39.315276,-76.613318,,,5/14/2019 8:56am
2018.01.PfA.GaMul,DPW Every Day,2018,,,Gary Mullen,Mural,in place,Mayor & City Council,,Baltimore Office of Promotion and the Arts,,"Lashae Church,Katelyn Collier,Kashaun Drumgoogle,Amanda Holland,Samira Jackson,Dominique Jeffers,Morgan Lee,Raquel McCain,Cynthia Pual Abalum,Davual Smith,Sierra Walston,Justin Watford,Katrell Wilkinson,Darien Williams",,,,Baltimore,MD,,,Across the street from DPW Park Terminal,,Outdoor,mural,,,,,Male,,,,,,,node/7835542035,7,Reservoir Hill,,39.315563,-76.643945,,,8/23/2020 9:58pm
SECDC,Chesapeake Sunset,2017,418 S. Conkling Street,,Adam Stab,Mural,in place,,,,,,,4/1/2017,,Baltimore,MD,,,,,Outdoor,mural,,,,,Male,,,,,,,,,,,39.287007,-76.567397,,,8/22/2022 9:57pm
SECDC,Frontera,,,,David Cogdill,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,Created since 2014,,,,,,,,,,,,,,,39.286543,-76.563488,,,8/22/2022 8:07pm
SECDC,[Horses],,,,Pablo Machioli,Mural,in place,,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,Created since 2014,,,,Male,,,,,DHCD Community Legacy,,,,,,39.286016,-76.564534,,,6/30/2022 3:14pm
SECDC,Mural Garden with Patterson Park Audubon,2014,,,,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,,,,,BRNI,,,,,,39.294836,-76.5790522,,,4/24/2021 12:47am
SECDC,[SECDC Transit Placemaking Mural],2016,,,,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,,,,,BRNI,,,,,,39.2912366,-76.5691736,,,8/22/2022 8:45pm
SECDC,Becoming: Martin Luther King Jr. & Davon,2016,,,Kristen Brown,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,,,,,BRNI,,,,,,39.297535,-76.582668,,,4/24/2021 12:47am
SECDC,Highlandtown Shakedown [Shakedown Street],2014,3201 Eastern Avenue,,Ezra Berger,Mural,in place,,,,,,,6/1/2014,,Baltimore,MD,,,,,Outdoor,mural,Created since 2014,,,,Male,,,,,DHCD Community Legacy,,,,,,39.286381,-76.571434,,,8/22/2022 10:00pm
SECDC,[Arts & Parks mural and landscaping],2017,,,,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,2017 Spruce-Up grant project,,,,,,,,,BRNI,,,,,,39.295747,-76.581846,,,8/22/2022 10:54pm
SECDC,"New Eyes, New Landscapes [Through Donut Eyes]",2013,400 S. Conkling Street,,Michael Owen,Mural,in place,,,,,Jordan Jones,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,Male,,,,,,,,,,,39.287502,-76.567451,,,8/22/2022 9:54pm
SECDC,[SECDC Transit Placemaking Mural],2016,,,,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,,,,,BRNI,,,,,,39.2923855,-76.5695974,,,8/22/2022 8:45pm
SECDC,[SECDC Transit Placemaking Mural],2016,,,,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,,,,,BRNI,,,,,,39.2985162,-76.587996,,,8/22/2022 8:45pm
SECDC,Felco Tower Mural,2018,,,Mauricio Ramirez,Mural,in place,Private Property,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,,,,,BRNI,,,,,,39.2924517,-76.5635886,,,6/30/2022 3:14pm
SECDC,Becoming: Rosa Parks & Gift,2016,,,Kristen Brown,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,,,,,BRNI,,,,,,39.294307,-76.581749,,,4/24/2021 12:47am
SECDC,Becoming: Harriet Tubman & Terri-Michele,2016,,,Kristen Brown,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,,,,,BRNI,,,,,,39.29704,-76.58193,,,4/24/2021 12:47am
SECDC,[Mural for DiPasquales 100th Anniversary],,,,Bridget Cimino,Mural,in place (check),,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,Female,,,,,,,,,,,39.289612,-76.566611,,,11/12/2021 11:16pm
SECDC,You Are Here: Highlandtown,2010,3700 Eastern Avenue,,Tom Chalkley,Mural,in place,Private Property,,,,Greg Gannon,,,,Baltimore,MD,,,,,Outdoor,mural,Created since 2014,,,,Male,,,,,,,,,,,39.286494,-76.5663,,,8/22/2022 9:49pm
,Tres Amigas / Three Friends,2015,507 N. Decker Avenue,,"Pablo Machioli,Edgar Reyes",Mural,in place,,,,,,,,,Baltimore,MD,21224,,South sidewall of rowhouse facing Ellwood Park,,Outdoor,mural,,,,,"Male, Male",,,,,,,,,,,39.297241018295345,-76.57419497626739,,,4/23/2021 11:22pm
,Remington R,2015,,,Dominic Terlizzi,Sculpture,in place,Private Property,,,,,,12/1/2015,,Baltimore,MD,,,,,Outdoor,,,,Month/year is accurate to installation; date is approximate,,Male,,,,,,,node/3944461032,,,,,,Missing,,9/12/2022 3:05pm
,[Killer Cat],2020,3604 Elm Avenue,,Nether,Mural,in place,Private Property,,,,,,,,Baltimore,MD,,,North sidewall of building,,Outdoor,mural,Supported by Mammoth Properties,,,,Male,,,,,,,,,,,,,Missing,,9/12/2022 3:05pm
,[Hampden streetscape with clothing store],,3604 Elm Avenue,,,Mural,painted over,Private Property,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,,,,,,,,,,,,,Missing,,9/12/2022 3:05pm
,Welcome to Charles Village,2019,3117 Saint Paul Street,,C. Ryan Patterson,Mural,in place,Private Property,,,,Rachel Valsing,,,,Baltimore,MD,21218,,"Courtyard between two commercial buildings with murals on both building sidewalls (larger on north side, smaller on south)",,Outdoor,mural,,,,,Male,,,,,,,,,,,,,Missing,,9/12/2022 3:05pm
1975.022.BWB.GiWen,,1975,620 Dolphin Street,,Gina Wendkos,Mural,"""Mural Missing- no longer visible, removed, or repainted"",missing",,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),"Robert Maddox,James Adajian",,,,Baltimore,MD,21207,(old) Musicians Union Building,,,Outdoor,painted mural,No longer visible ,,,,Female,,,,,,,,11,Heritage Crossing,Poppleton/The Terraces/Hollins Mkt,39.2938543,-76.6312596,,,
1991.001.XXX.LiDeP,Double Gamut,1991,15 W. Franklin Street,,Linda DePalma,Monument,in place,,,,,Paul Daniel,Ayers Saint Gross,,,Baltimore,MD,21201,15 W. Franklin St. Garage,Above garage entrance,,Outdoor,"bronze,aluminum","Chair, ball, and ladder like structure",,,11 ft. x 14 ft. x 3 ft. 6 in.,Female,,,,,Percent for Public Art (BOPA),,node/7834076635,11,Downtown,Downtown/Seton Hill,39.294993,-76.615944,,,8/29/2022 9:24pm
1974.013.WPP.BoHie,[We The People],1974,Lafayette & Saint Paul Street,Intersection,Robert Hieronimus,Mural,in place,,,,Wall Painting Project,,,,,Baltimore,MD,21202,111 E. Lafayette Avenue,,,Outdoor,painted mural,,,,,Male,,,,,,,node/4876916855,12,Charles North,Midtown,39.309716,-76.614498,,,8/29/2022 11:46pm
1974.015.WPP.NaRos,,1974,1112 E. Lanvale Street,,Nancy Rosenbush,Mural,demolished,,,,Wall Painting Project,,,,,Baltimore,MD,21202,1112 E. Lanvale Street (nonextant building),,,,painted mural,,,,,Female,,,,,,,,12,Oliver,Greenmount East,39.3092873,-76.6029179,,,8/1/2021 10:36pm
SECDC,[Mural at Abbott Church],,,,,Mural,in place (check),,,,,,,,,Baltimore,MD,,Abbott Church,,,Outdoor,mural,Created since 2014,,,,,,,,,,,,,,,39.28797,-76.568835,,,8/22/2022 8:07pm
1977.018.BWB.DuThi,,1977,Activity Center for Retarded Adults,,Duane Thigpen,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Nicholas Aumiller,,,,Baltimore,MD,,Activity Center for Retarded Adults,,,Indoor,painted mural,,,,,Male,,,,,,,,,,,,,Missing,,
,"Harvey J. Burns, Jr. Memorial",,2700 Madison Avenue,,Unknown,Monument,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21217,Adjacent to sidewalk and stairs leading to tennis courts from East Dr.,,,Outdoor,"stone,metal",metal plaque affixed to stone base,,,,,,,,,,,,7,Druid Hill Park,Penn North/Reservoir Hill,39.319976,-76.634619,,,
1934.001.CHAP.Unknown,Edward J. Gallagher Memorial,1934,E. 36th Street at The Alameda,Intersection,Unknown,Sculpture,,Mayor & City Council,,,,,,,,Baltimore,MD,21218,Alameda Circle,Alameda Circle,,Outdoor,bronze,,,"It is identified as the ""Gallagher Place Median"" in Cityview; no assigned agency. NOT in the right of way.",20 1/2 x 13 1/2 x 2 in,,,,,checked,,,,14,Ednor Gardens-Lakeside,The Waverlies,39.33222,-76.5955372,,,8/21/2020 10:37pm
2006.003.PfA.DaHes,Baltimore Passage,2006,Median on E. Lombard Street between Albermarle Street and S. High Street,Block,David Hess,Sculpture,in place,,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21202,Albermarle Square,Median on East Lombard Street between Abermarle & High,Albermarle Square,Outdoor,"copper,stainless steel",Cooper boat shaped sculpture with a Stainless steel ball mounted to the top,,Damaged - In need of repair,,Male,,,,,,,node/6218922014,12,Jonestown,Jonestown/Oldtown,39.288765,-76.603488,,,9/20/2022 1:13pm
1903.001.CHAP.GuBau,Unknown,1903,135 E. Baltimore Street,,Gustave Baumstark,Stained glass,in place (check),,,,,,,,,Baltimore,MD,21202,Alexander Brown & Sons,Dome,,,stained glass,,,,,Male,,,,checked,,,,11,Downtown,Downtown/Seton Hill,39.2893832,-76.6125012,,,
1903.003.CHAP.ThCor,Alexander Brown & Four Sons,1903,135 E. Baltimore Street,,Thomas Corner,Building,in place (check),Private Property,,,,,,,,Baltimore,MD,21202,Alexander Brown & Sons,North-west Bay Interior,,Indoor,portrait,,,,,Male,,,,checked,,,,11,Downtown,Downtown/Seton Hill,39.2894095,-76.6147406,,,10/4/2019 1:13pm
1981.003.PfA.LiKas,Kinship,1981,800 Poplar Grove Street,,Lisa Kaslow,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21216,Alexander Hamilton ES,Along entrance walkway,Alexander Hamilton ES,Outdoor,steel,,,,16 x 5 x 5 ft,Female,,,,checked,,,node/7834041008,9,Franklintown Road,Greater Rosemont,39.297416,-76.665402,,,8/22/2020 12:09am
1978.040.BWB.JoHil,,1978,2701 N. Charles Street,,Joseph Hilton,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Steven Price,,,,Baltimore,MD,,American Red Cross,,,Indoor,painted mural,,,,,Male,,,,,,,,12,Charles Village,Greater Charles Vill./Barclay,39.3208812,-76.6188701,,,
757,Bluebird of Happiness,2004,800 Key Highway,,Dick Brown,"Mosaic,Sculpture",in place,Private Property,,American Visionary Art Museum,,,,10/27/2004,,Baltimore,MD,21230,American Visionary Art Museum,"At entrance of employee parking, south of main entrance",American Visionary Art Museum,Outdoor,"concrete,ceramic tile",4' mosaic sculpture of a bluebird,,Excellent condition,,Male,,2009; 1991/1993,Great Condition,checked,,,node/9234234854,11,Riverside,Inner Harbor/Federal Hill,39.27922036872264,-76.60665606675381,,,11/7/2021 10:23pm
,Whirligig,1995,800 Key Highway,,Vollis Simpson,Sculpture,,,,American Visionary Art Museum,,,,,,Baltimore,MD,,American Visionary Art Museum,,American Visionary Art Museum,Outdoor,found object,,,,,,,,,,,,node/6852926020,,,,39.280187,-76.606994,,,10/4/2019 9:48pm
2004.003.BMP.DaHes,Birds Nest Balcony,2004,800 Key Highway,,David Hess,Sculpture,in place,,,,,,,,,Baltimore,MD,21230,American Visionary Art Museum Tall Sculpture Barn,American Visionary Art Museum's James Rouse Bldg.,American Visionary Art Museum,,metalic sculpture,Massive sized bird's nest,,Good condition,,Male,,,,,,,node/9358159253,11,Federal Hill,Inner Harbor/Federal Hill,39.279709,-76.606932,,,6/16/2022 10:21pm
530,[Various sculptures],,1300 W. Mount Royal Avenue,,Unknown,Sculpture,,,,Maryland Institute College of Art,,,,,,Baltimore,MD,21217,Area around Maryland Institute College of Art,,Maryland Institute College of Art,Outdoor,,,,,,,,,,,,,,11,Bolton Hill,Midtown,39.3075591,-76.6238227,,,10/10/2019 10:24pm
1989.010.PfA.DaSte,Unknown,1989,3705 W. Rogers Avenue,,David Stevens,Stained glass,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21215,Arlington ES,Interior; front facade,Arlington ES,Indoor,stained glass,,,,,Male,,,,,,,,5,Arlington,Pimlico/Arlington/Hilltop,39.350321,-76.684458,,,5/15/2019 4:32pm
,Baltimore Love Mural #19,2015,5001 E. Eager Street,,Michael Owen,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Baltimore Love Project,,,,,Baltimore,MD,21205,Armistead Gardens Elementary School,,Armistead Gardens ES,Outdoor,painted mural,,,,,Male,,,,,,,,,,,39.3047544,-76.5526436,Approximate,,5/15/2019 4:32pm
1990.008.PfA.LuSha,Unknown,1990,5001 E. Eager Street,,Dr. Luke Shaw,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21205,Armistead Gardens ES,Interior; main lobby,Armistead Gardens ES,Indoor,mural,,,,,Male,,,,,,,,13,Armistead Gardens,Claremont/Armistead,39.304883,-76.552799,,,5/15/2019 4:32pm
2000.014.XXX.MaMea,Ashburton Aery,2000,,Missing,Mary Ann Mears,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,,Ashburton Elementary School,,Dr. Nathan A. Pitts Ashburton E/MS,Indoor,,,,,,Female,,,,,,,,6,East Arlington,Dorchester/Ashburton,39.3308656,-76.6699114,,,5/15/2019 4:32pm
1988.003.BMP.StGar,,1988,Ashland Avenue and N. Washington Street,Intersection,Stephanie Garmey,Mural,,,,,,,,,,Baltimore,MD,21205,Ashland Ave. and N. Washington St.,,,Outdoor,mural,,,,,Female,,,,,,,,13,Middle East,Perkins/Middle East,39.300554,-76.589496,,,11/7/2019 11:56pm
2000.002.XXX.JaSch,,2000,Ashton and Smallwood Streets,Intersection,Jay Wolf Schlossberg-Cohen,Mural,,,,,,Community youth,,,,Baltimore,MD,21223,Ashton and Smallwood Streets,Side of building which was destroyed,,Outdoor,mural,Unknown; destroyed,,Mural destroyed when building was torn down,,Male,,,,,,,,9,Millhill,Southwest Baltimore,39.281912,-76.6533171,,,5/14/2019 9:00am
1964.001.XXX.JoBro,Runner,1964,3400 N. Charles Street,,Joe Brown,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,"Athletic Center, Johns Hopkins University",Exterior entrance,"""Johns Hopkins University, Homewood Campus""",Outdoor,bronze,,,,7 x 6 x 6 ft.,Male,,,,checked,,,node/9169529715,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.332589,-76.6227577,,,8/21/2022 11:55pm
1964.002.XXX.JoBro,Discus Thrower,1964,3400 N. Charles Street,,Joe Brown,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,"Athletic Center, Johns Hopkins University",Front of Newton center,"""Johns Hopkins University, Homewood Campus""",Outdoor,bronze,,,,,Male,,,,checked,,,node/9169529716,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.332589,-76.6227577,,,8/21/2022 11:54pm
1930.001.CHAP.JaLip,Mother and Child,1930,Auctioned in 1993/ Jewish Community Center,,Jacques Lipchitz,Sculpture,,Private Property,,,,,,,,Baltimore,MD,,Auctioned in 1993/ private Jewish Community Center,Auctioned in 1993 Private?,,,bronze,,,,,Male,,,,checked,,,,5,Glen,Glen-Falstaff,39.3530463,-76.688652,,,7/18/2019 4:18pm
1906.001.CHAP.JoEva,Mercury and Commerce,1906,2 N. Charles Street,,John Evans,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21201,B & O Central Building,Over main entrance,,,granite,,,Work is integrated into the pediment above the front entrance of the building.,,Male,,,,checked,,,,11,Downtown,Downtown/Seton Hill,39.28981729,-76.61535296,,,7/18/2019 3:45pm
1978.008.XXX.OrHeg,Unknown,1978,3220 The Alameda,Intersection,Orpha Hege,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21218,Baltimore City College,Interior,Baltimore City College,Indoor,fabric wall hanging,,,,,,,,,,,,,14,Coldstream Homestead Montebello,The Waverlies,39.3257576,-76.5992204,,,5/15/2019 4:32pm
1978.002.XXX.LiBat,Unknown,1978,3220 The Alameda,Intersection,Linda Batchelor,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21218,Baltimore City College,Interior,Baltimore City College,Indoor,fabric wall hanging,,,,,Female,,,,,,,,14,Coldstream Homestead Montebello,The Waverlies,39.3257576,-76.5992204,,,5/15/2019 4:32pm
1978.005.XXX.RiFer,Unknown,1978,3220 The Alameda,Intersection,Robert Fergerson,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21218,Baltimore City College,Exterior courtyard,Baltimore City College,Outdoor,aluminum,,,,,Male,,,,,,,,14,Coldstream Homestead Montebello,The Waverlies,39.325626, -76.596799,,,5/15/2019 4:32pm
1979.002.XXX.RoFer,Citisphere,1979,3220 The Alameda,Intersection,Robert Fergerson,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21218,Baltimore City College,East courtyard,Baltimore City College,Outdoor,stainless steel,,,,7 x 7 x 7 ft.,Male,,,,checked,,,,14,Coldstream Homestead Montebello,The Waverlies,39.325626, -76.596799,,,8/21/2022 6:12pm
1978.012.XXX.SaLai,Unknown,1978,3220 The Alameda,Intersection,Sami Lais,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21218,Baltimore City College,Interior,Baltimore City College,Indoor,fabric wall hanging,,,,,,,,,,,,,14,Coldstream Homestead Montebello,The Waverlies,39.3257576,-76.5992204,,,5/15/2019 4:32pm
1978.009.PfA.LaHur,Star Chamber,1978,3220 The Alameda,Intersection,Laurence Hurst,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21218,Baltimore City College,Entrance hall ceiling,Baltimore City College,,mixed media,,,,,Male,,,,,,,,14,Coldstream Homestead Montebello,The Waverlies,39.3257576,-76.5992204,,,5/15/2019 4:32pm
1978.015.XXX.VaMay,Unknown,1978,3220 The Alameda,Intersection,Valarie Maynard,Relief,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21218,Baltimore City College,Interior; auditorium,Baltimore City College,Indoor,wood relief,,,,,Female,,,,,,,,14,Coldstream Homestead Montebello,The Waverlies,39.3257576,-76.5992204,,,5/15/2019 4:32pm
1978.017.XXX.RiMos,Unknown,1978,3220 The Alameda,Intersection,Rita Godfrey Moseley,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21218,Baltimore City College,Interior,Baltimore City College,Indoor,fabric wall hanging,,,,,Female,,,,,,,,14,Coldstream Homestead Montebello,The Waverlies,39.3257576,-76.5992204,,,5/15/2019 4:32pm
1978.011.PfA.LiKas,Hi-Fly,1978,3220 The Alameda,Intersection,Lisa Kaslow,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21218,Baltimore City College,Entrance to the gymnasium,Baltimore City College,,painted steel,,,,,Female,,,,,,,,14,Coldstream Homestead Montebello,The Waverlies,39.3257576,-76.5992204,,,5/15/2019 4:32pm
